"ALBENGA";"31 maggio 2013";76,90;
"ALBENGA";"31 marzo 2013";87,60;
"ALBENGA";"31 ottobre 2013";49,80;
"ALGHERO";"01 agosto 2013";69,33;
"ALGHERO";"01 aprile 2013";87,00;
"ALGHERO";"01 dicembre 2013";92,25;
"ALGHERO";"01 febbraio 2013";89,00;
"ALGHERO";"01 giugno 2013";75,00;
"ALGHERO";"01 luglio 2013";82,00;
"ALGHERO";"01 maggio 2013";94,50;
"ALGHERO";"01 marzo 2013";72,00;
"ALGHERO";"01 novembre 2013";88,00;
"ALGHERO";"01 ottobre 2013";89,00;
"ALGHERO";"01 settembre 2013";92,00;
"ALGHERO";"02 agosto 2013";60,00;
"ALGHERO";"02 aprile 2013";82,25;
"ALGHERO";"02 dicembre 2013";72,75;
"ALGHERO";"02 febbraio 2013";90,50;
"ALGHERO";"02 gennaio 2013";93,50;
"ALGHERO";"02 giugno 2013";91,00;
"ALGHERO";"02 luglio 2013";89,00;
"ALGHERO";"02 maggio 2013";92,50;
"ALGHERO";"02 marzo 2013";90,00;
"ALGHERO";"02 novembre 2013";90,50;
"ALGHERO";"02 ottobre 2013";86,00;
"ALGHERO";"02 settembre 2013";85,00;
"ALGHERO";"03 agosto 2013";68,00;
"ALGHERO";"03 aprile 2013";76,75;
"ALGHERO";"03 dicembre 2013";82,25;
"ALGHERO";"03 febbraio 2013";74,25;
"ALGHERO";"03 gennaio 2013";95,75;
"ALGHERO";"03 giugno 2013";82,00;
"ALGHERO";"03 luglio 2013";87,33;
"ALGHERO";"03 maggio 2013";89,00;
"ALGHERO";"03 marzo 2013";93,00;
"ALGHERO";"03 novembre 2013";76,25;
"ALGHERO";"03 ottobre 2013";89,00;
"ALGHERO";"03 settembre 2013";93,00;
"ALGHERO";"04 agosto 2013";66,00;
"ALGHERO";"04 aprile 2013";84,00;
"ALGHERO";"04 dicembre 2013";96,00;
"ALGHERO";"04 febbraio 2013";85,25;
"ALGHERO";"04 gennaio 2013";97,00;
"ALGHERO";"04 giugno 2013";80,25;
"ALGHERO";"04 luglio 2013";85,75;
"ALGHERO";"04 maggio 2013";92,33;
"ALGHERO";"04 marzo 2013";93,50;
"ALGHERO";"04 novembre 2013";87,33;
"ALGHERO";"04 ottobre 2013";76,50;
"ALGHERO";"04 settembre 2013";77,00;
"ALGHERO";"05 agosto 2013";70,00;
"ALGHERO";"05 aprile 2013";89,25;
"ALGHERO";"05 dicembre 2013";97,25;
"ALGHERO";"05 febbraio 2013";78,25;
"ALGHERO";"05 gennaio 2013";96,50;
"ALGHERO";"05 giugno 2013";94,00;
"ALGHERO";"05 luglio 2013";88,67;
"ALGHERO";"05 maggio 2013";91,00;
"ALGHERO";"05 marzo 2013";75,00;
"ALGHERO";"05 novembre 2013";77,75;
"ALGHERO";"05 ottobre 2013";83,00;
"ALGHERO";"05 settembre 2013";81,25;
"ALGHERO";"06 agosto 2013";68,00;
"ALGHERO";"06 aprile 2013";93,00;
"ALGHERO";"06 dicembre 2013";78,50;
"ALGHERO";"06 febbraio 2013";82,50;
"ALGHERO";"06 gennaio 2013";94,50;
"ALGHERO";"06 giugno 2013";83,50;
"ALGHERO";"06 luglio 2013";93,00;
"ALGHERO";"06 maggio 2013";90,25;
"ALGHERO";"06 marzo 2013";60,00;
"ALGHERO";"06 novembre 2013";71,00;
"ALGHERO";"06 ottobre 2013";86,00;
"ALGHERO";"06 settembre 2013";92,00;
"ALGHERO";"07 agosto 2013";64,00;
"ALGHERO";"07 aprile 2013";89,50;
"ALGHERO";"07 dicembre 2013";92,33;
"ALGHERO";"07 febbraio 2013";62,25;
"ALGHERO";"07 gennaio 2013";87,50;
"ALGHERO";"07 giugno 2013";95,00;
